xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
-6.3	-6.1	-6.2 -3.4	mid.thresh	-6.2	mid.thresh	-3.4	1	2343
-6.1	-5.9	-6 -3.4	mid.thresh	-6	mid.thresh	-3.4	1	2268
-5.9	-5.7	-5.8 -3.4	mid.thresh	-5.8	mid.thresh	-3.4	1	2193
-5.7	-5.5	-5.6 -3.4	mid.thresh	-5.6	mid.thresh	-3.4	1	2118
-5.5	-5.3	-5.4 -3.4	mid.thresh	-5.4	mid.thresh	-3.4	1	2043
-5.3	-5.1	-5.2 -3.4	mid.thresh	-5.2	mid.thresh	-3.4	1	1968
-5.1	-4.9	-5 -3.4	mid.thresh	-5	mid.thresh	-3.4	1	1893
-4.9	-4.7	-4.8 -3.4	mid.thresh	-4.8	mid.thresh	-3.4	1	1818
-4.7	-4.5	-4.6 -3.4	mid.thresh	-4.6	mid.thresh	-3.4	1	1743
-4.5	-4.3	-4.4 -3.4	mid.thresh	-4.4	mid.thresh	-3.4	1	1668
-4.3	-4.1	-4.2 -3.4	mid.thresh	-4.2	mid.thresh	-3.4	1	1593
-4.1	-3.9	-4 -3.4	mid.thresh	-4	mid.thresh	-3.4	1	1518
-3.9	-3.7	-3.8 -3.4	mid.thresh	-3.8	mid.thresh	-3.4	1	1443
-3.7	-3.5	-3.6 -3.4	mid.thresh	-3.6	mid.thresh	-3.4	1	1368
-3.5	-3.3	1	mid.thresh	-3.4	mid.thresh	-3.4	1	4126
-3.3	-3.1	-3.2 -3.4	mid.thresh	-3.2	mid.thresh	-3.4	1	1217
-3.1	-2.9	-3 -3.4	mid.thresh	-3	mid.thresh	-3.4	1	1142
-2.9	-2.7	-2.8 -3.4	mid.thresh	-2.8	mid.thresh	-3.4	1	1067
-2.7	-2.5	-2.6 -3.4	mid.thresh	-2.6	mid.thresh	-3.4	1	992
-2.5	-2.3	-2.4 -3.4	mid.thresh	-2.4	mid.thresh	-3.4	1	917
-2.3	-2.1	-2.2 -3.4	mid.thresh	-2.2	mid.thresh	-3.4	1	842
-2.1	-1.9	-2 -3.4	mid.thresh	-2	mid.thresh	-3.4	1	767
-1.9	-1.7	-1.8 -3.4	mid.thresh	-1.8	mid.thresh	-3.4	1	617
-1.7	-1.5	-1.6 -3.4	mid.thresh	-1.6	mid.thresh	-3.4	1	542
-1.5	-1.3	-1.4 -3.4	mid.thresh	-1.4	mid.thresh	-3.4	1	467
-1.3	-1.1	-1.2 -3.4	mid.thresh	-1.2	mid.thresh	-3.4	1	392
-1.1	-0.9	-1 -3.4	mid.thresh	-1	mid.thresh	-3.4	1	317
-0.9	-0.699999999999999	-0.799999999999999 -3.4	mid.thresh	-0.799999999999999	mid.thresh	-3.4	1	242
-0.699999999999999	-0.499999999999999	-0.6 -3.4	mid.thresh	-0.6	mid.thresh	-3.4	1	167
-0.499999999999999	-0.299999999999999	-0.399999999999999 -3.4	mid.thresh	-0.399999999999999	mid.thresh	-3.4	1	92
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -3.4	mid.thresh	-0.199999999999999	mid.thresh	-3.4	1	17
-0.0999999999999996	0.100000000000001	0 -3.4	mid.thresh	0	mid.thresh	-3.4	1	3768
0.100000000000001	0.300000000000001	0.200000000000001 -3.4	mid.thresh	0.200000000000001	mid.thresh	-3.4	1	3843
0.300000000000001	0.500000000000001	0.4 -3.4	mid.thresh	0.4	mid.thresh	-3.4	1	3918
0.500000000000001	0.700000000000001	0.600000000000001 -3.4	mid.thresh	0.600000000000001	mid.thresh	-3.4	1	3993
0.700000000000001	0.9	0.800000000000001 -3.4	mid.thresh	0.800000000000001	mid.thresh	-3.4	1	4068
0.9	1.1	1 -3.4	mid.thresh	1	mid.thresh	-3.4	1	4144
1.1	1.3	1.2 -3.4	mid.thresh	1.2	mid.thresh	-3.4	1	4219
1.3	1.5	1.4 -3.4	mid.thresh	1.4	mid.thresh	-3.4	1	4294
1.5	1.7	1.6 -3.4	mid.thresh	1.6	mid.thresh	-3.4	1	4369
1.7	1.9	1.8 -3.4	mid.thresh	1.8	mid.thresh	-3.4	1	4444
1.9	2.1	2 -3.4	mid.thresh	2	mid.thresh	-3.4	1	4519
2.1	2.3	2.2 -3.4	mid.thresh	2.2	mid.thresh	-3.4	1	4594
2.3	2.5	2.4 -3.4	mid.thresh	2.4	mid.thresh	-3.4	1	4669
2.5	2.7	2.6 -3.4	mid.thresh	2.6	mid.thresh	-3.4	1	4744
2.7	2.9	2.8 -3.4	mid.thresh	2.8	mid.thresh	-3.4	1	4819
2.9	3.1	3 -3.4	mid.thresh	3	mid.thresh	-3.4	1	4894
3.1	3.3	3.2 -3.4	mid.thresh	3.2	mid.thresh	-3.4	1	4969
3.3	3.5	3.4 -3.4	mid.thresh	3.4	mid.thresh	-3.4	1	5044
3.5	3.7	3.6 -3.4	mid.thresh	3.6	mid.thresh	-3.4	1	5119
3.7	3.9	3.8 -3.4	mid.thresh	3.8	mid.thresh	-3.4	1	5194
3.9	4.1	4 -3.4	mid.thresh	4	mid.thresh	-3.4	1	5269
4.1	4.3	4.2 -3.4	mid.thresh	4.2	mid.thresh	-3.4	1	5344
4.3	4.5	4.4 -3.4	mid.thresh	4.4	mid.thresh	-3.4	1	5419
4.5	4.7	4.6 -3.4	mid.thresh	4.6	mid.thresh	-3.4	1	5494
4.7	4.9	4.8 -3.4	mid.thresh	4.8	mid.thresh	-3.4	1	5569
4.9	5.1	5 -3.4	mid.thresh	5	mid.thresh	-3.4	1	5644
-10.1	-9.9	-10 -3.2	mid.thresh	-10	mid.thresh	-3.2	1	691
-9.9	-9.7	-9.8 -3.2	mid.thresh	-9.8	mid.thresh	-3.2	1	3692
-9.7	-9.5	-9.6 -3.2	mid.thresh	-9.6	mid.thresh	-3.2	1	3617
-9.5	-9.3	-9.4 -3.2	mid.thresh	-9.4	mid.thresh	-3.2	1	3542
-9.3	-9.1	-9.2 -3.2	mid.thresh	-9.2	mid.thresh	-3.2	1	3467
-9.1	-8.9	-9 -3.2	mid.thresh	-9	mid.thresh	-3.2	1	3392
-8.9	-8.7	-8.8 -3.2	mid.thresh	-8.8	mid.thresh	-3.2	1	3317
-8.7	-8.5	-8.6 -3.2	mid.thresh	-8.6	mid.thresh	-3.2	1	3242
-8.5	-8.3	-8.4 -3.2	mid.thresh	-8.4	mid.thresh	-3.2	1	3167
-8.3	-8.1	-8.2 -3.2	mid.thresh	-8.2	mid.thresh	-3.2	1	3092
-8.1	-7.9	-8 -3.2	mid.thresh	-8	mid.thresh	-3.2	1	3017
-7.9	-7.7	-7.8 -3.2	mid.thresh	-7.8	mid.thresh	-3.2	1	2942
-7.7	-7.5	-7.6 -3.2	mid.thresh	-7.6	mid.thresh	-3.2	1	2867
-7.5	-7.3	-7.4 -3.2	mid.thresh	-7.4	mid.thresh	-3.2	1	2792
-7.3	-7.1	-7.2 -3.2	mid.thresh	-7.2	mid.thresh	-3.2	1	2717
-7.1	-6.9	-7 -3.2	mid.thresh	-7	mid.thresh	-3.2	1	2642
-6.9	-6.7	-6.8 -3.2	mid.thresh	-6.8	mid.thresh	-3.2	1	2567
-6.7	-6.5	-6.6 -3.2	mid.thresh	-6.6	mid.thresh	-3.2	1	2492
-6.5	-6.3	-6.4 -3.2	mid.thresh	-6.4	mid.thresh	-3.2	1	2417
-6.3	-6.1	-6.2 -3.2	mid.thresh	-6.2	mid.thresh	-3.2	1	2342
-6.1	-5.9	-6 -3.2	mid.thresh	-6	mid.thresh	-3.2	1	2267
-5.9	-5.7	-5.8 -3.2	mid.thresh	-5.8	mid.thresh	-3.2	1	2192
-5.7	-5.5	-5.6 -3.2	mid.thresh	-5.6	mid.thresh	-3.2	1	2117
-5.5	-5.3	-5.4 -3.2	mid.thresh	-5.4	mid.thresh	-3.2	1	2042
-5.3	-5.1	-5.2 -3.2	mid.thresh	-5.2	mid.thresh	-3.2	1	1967
-5.1	-4.9	-5 -3.2	mid.thresh	-5	mid.thresh	-3.2	1	1892
-4.9	-4.7	-4.8 -3.2	mid.thresh	-4.8	mid.thresh	-3.2	1	1817
-4.7	-4.5	-4.6 -3.2	mid.thresh	-4.6	mid.thresh	-3.2	1	1742
-4.5	-4.3	-4.4 -3.2	mid.thresh	-4.4	mid.thresh	-3.2	1	1667
-4.3	-4.1	-4.2 -3.2	mid.thresh	-4.2	mid.thresh	-3.2	1	1592
-4.1	-3.9	-4 -3.2	mid.thresh	-4	mid.thresh	-3.2	1	1517
-3.9	-3.7	-3.8 -3.2	mid.thresh	-3.8	mid.thresh	-3.2	1	1442
-3.7	-3.5	-3.6 -3.2	mid.thresh	-3.6	mid.thresh	-3.2	1	1367
-3.5	-3.3	-3.4 -3.2	mid.thresh	-3.4	mid.thresh	-3.2	1	1292
-3.3	-3.1	1	mid.thresh	-3.2	mid.thresh	-3.2	1	4126
-3.1	-2.9	-3 -3.2	mid.thresh	-3	mid.thresh	-3.2	1	1141
-2.9	-2.7	-2.8 -3.2	mid.thresh	-2.8	mid.thresh	-3.2	1	1066
-2.7	-2.5	-2.6 -3.2	mid.thresh	-2.6	mid.thresh	-3.2	1	991
-2.5	-2.3	-2.4 -3.2	mid.thresh	-2.4	mid.thresh	-3.2	1	916
-2.3	-2.1	-2.2 -3.2	mid.thresh	-2.2	mid.thresh	-3.2	1	841
-2.1	-1.9	-2 -3.2	mid.thresh	-2	mid.thresh	-3.2	1	766
-1.9	-1.7	-1.8 -3.2	mid.thresh	-1.8	mid.thresh	-3.2	1	616
-1.7	-1.5	-1.6 -3.2	mid.thresh	-1.6	mid.thresh	-3.2	1	541
-1.5	-1.3	-1.4 -3.2	mid.thresh	-1.4	mid.thresh	-3.2	1	466
-1.3	-1.1	-1.2 -3.2	mid.thresh	-1.2	mid.thresh	-3.2	1	391
-1.1	-0.9	-1 -3.2	mid.thresh	-1	mid.thresh	-3.2	1	316
-0.9	-0.699999999999999	-0.799999999999999 -3.2	mid.thresh	-0.799999999999999	mid.thresh	-3.2	1	241
-0.699999999999999	-0.499999999999999	-0.6 -3.2	mid.thresh	-0.6	mid.thresh	-3.2	1	166
-0.499999999999999	-0.299999999999999	-0.399999999999999 -3.2	mid.thresh	-0.399999999999999	mid.thresh	-3.2	1	91
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -3.2	mid.thresh	-0.199999999999999	mid.thresh	-3.2	1	16
-0.0999999999999996	0.100000000000001	0 -3.2	mid.thresh	0	mid.thresh	-3.2	1	3767
0.100000000000001	0.300000000000001	0.200000000000001 -3.2	mid.thresh	0.200000000000001	mid.thresh	-3.2	1	3842
0.300000000000001	0.500000000000001	0.4 -3.2	mid.thresh	0.4	mid.thresh	-3.2	1	3917
0.500000000000001	0.700000000000001	0.600000000000001 -3.2	mid.thresh	0.600000000000001	mid.thresh	-3.2	1	3992
0.700000000000001	0.9	0.800000000000001 -3.2	mid.thresh	0.800000000000001	mid.thresh	-3.2	1	4067
0.9	1.1	1 -3.2	mid.thresh	1	mid.thresh	-3.2	1	4143
1.1	1.3	1.2 -3.2	mid.thresh	1.2	mid.thresh	-3.2	1	4218
1.3	1.5	1.4 -3.2	mid.thresh	1.4	mid.thresh	-3.2	1	4293
1.5	1.7	1.6 -3.2	mid.thresh	1.6	mid.thresh	-3.2	1	4368
1.7	1.9	1.8 -3.2	mid.thresh	1.8	mid.thresh	-3.2	1	4443
1.9	2.1	2 -3.2	mid.thresh	2	mid.thresh	-3.2	1	4518
2.1	2.3	2.2 -3.2	mid.thresh	2.2	mid.thresh	-3.2	1	4593
2.3	2.5	2.4 -3.2	mid.thresh	2.4	mid.thresh	-3.2	1	4668
2.5	2.7	2.6 -3.2	mid.thresh	2.6	mid.thresh	-3.2	1	4743
2.7	2.9	2.8 -3.2	mid.thresh	2.8	mid.thresh	-3.2	1	4818
2.9	3.1	3 -3.2	mid.thresh	3	mid.thresh	-3.2	1	4893
3.1	3.3	3.2 -3.2	mid.thresh	3.2	mid.thresh	-3.2	1	4968
3.3	3.5	3.4 -3.2	mid.thresh	3.4	mid.thresh	-3.2	1	5043
3.5	3.7	3.6 -3.2	mid.thresh	3.6	mid.thresh	-3.2	1	5118
3.7	3.9	3.8 -3.2	mid.thresh	3.8	mid.thresh	-3.2	1	5193
3.9	4.1	4 -3.2	mid.thresh	4	mid.thresh	-3.2	1	5268
4.1	4.3	4.2 -3.2	mid.thresh	4.2	mid.thresh	-3.2	1	5343
4.3	4.5	4.4 -3.2	mid.thresh	4.4	mid.thresh	-3.2	1	5418
4.5	4.7	4.6 -3.2	mid.thresh	4.6	mid.thresh	-3.2	1	5493
4.7	4.9	4.8 -3.2	mid.thresh	4.8	mid.thresh	-3.2	1	5568
4.9	5.1	5 -3.2	mid.thresh	5	mid.thresh	-3.2	1	5643
-10.1	-9.9	-10 -3	mid.thresh	-10	mid.thresh	-3	1	690
-9.9	-9.7	-9.8 -3	mid.thresh	-9.8	mid.thresh	-3	1	3691
-9.7	-9.5	-9.6 -3	mid.thresh	-9.6	mid.thresh	-3	1	3616
-9.5	-9.3	-9.4 -3	mid.thresh	-9.4	mid.thresh	-3	1	3541
-9.3	-9.1	-9.2 -3	mid.thresh	-9.2	mid.thresh	-3	1	3466
-9.1	-8.9	-9 -3	mid.thresh	-9	mid.thresh	-3	1	3391
-8.9	-8.7	-8.8 -3	mid.thresh	-8.8	mid.thresh	-3	1	3316
-8.7	-8.5	-8.6 -3	mid.thresh	-8.6	mid.thresh	-3	1	3241
-8.5	-8.3	-8.4 -3	mid.thresh	-8.4	mid.thresh	-3	1	3166
-8.3	-8.1	-8.2 -3	mid.thresh	-8.2	mid.thresh	-3	1	3091
-8.1	-7.9	-8 -3	mid.thresh	-8	mid.thresh	-3	1	3016
-7.9	-7.7	-7.8 -3	mid.thresh	-7.8	mid.thresh	-3	1	2941
-7.7	-7.5	-7.6 -3	mid.thresh	-7.6	mid.thresh	-3	1	2866
-7.5	-7.3	-7.4 -3	mid.thresh	-7.4	mid.thresh	-3	1	2791
-7.3	-7.1	-7.2 -3	mid.thresh	-7.2	mid.thresh	-3	1	2716
-7.1	-6.9	-7 -3	mid.thresh	-7	mid.thresh	-3	1	2641
-6.9	-6.7	-6.8 -3	mid.thresh	-6.8	mid.thresh	-3	1	2566
-6.7	-6.5	-6.6 -3	mid.thresh	-6.6	mid.thresh	-3	1	2491
-6.5	-6.3	-6.4 -3	mid.thresh	-6.4	mid.thresh	-3	1	2416
-6.3	-6.1	-6.2 -3	mid.thresh	-6.2	mid.thresh	-3	1	2341
-6.1	-5.9	-6 -3	mid.thresh	-6	mid.thresh	-3	1	2266
-5.9	-5.7	-5.8 -3	mid.thresh	-5.8	mid.thresh	-3	1	2191
-5.7	-5.5	-5.6 -3	mid.thresh	-5.6	mid.thresh	-3	1	2116
-5.5	-5.3	-5.4 -3	mid.thresh	-5.4	mid.thresh	-3	1	2041
-5.3	-5.1	-5.2 -3	mid.thresh	-5.2	mid.thresh	-3	1	1966
-5.1	-4.9	-5 -3	mid.thresh	-5	mid.thresh	-3	1	1891
-4.9	-4.7	-4.8 -3	mid.thresh	-4.8	mid.thresh	-3	1	1816
-4.7	-4.5	-4.6 -3	mid.thresh	-4.6	mid.thresh	-3	1	1741
-4.5	-4.3	-4.4 -3	mid.thresh	-4.4	mid.thresh	-3	1	1666
-4.3	-4.1	-4.2 -3	mid.thresh	-4.2	mid.thresh	-3	1	1591
-4.1	-3.9	-4 -3	mid.thresh	-4	mid.thresh	-3	1	1516
-3.9	-3.7	-3.8 -3	mid.thresh	-3.8	mid.thresh	-3	1	1441
-3.7	-3.5	-3.6 -3	mid.thresh	-3.6	mid.thresh	-3	1	1366
-3.5	-3.3	-3.4 -3	mid.thresh	-3.4	mid.thresh	-3	1	1291
-3.3	-3.1	-3.2 -3	mid.thresh	-3.2	mid.thresh	-3	1	1216
-3.1	-2.9	1	mid.thresh	-3	mid.thresh	-3	1	4126
-2.9	-2.7	-2.8 -3	mid.thresh	-2.8	mid.thresh	-3	1	1065
-2.7	-2.5	-2.6 -3	mid.thresh	-2.6	mid.thresh	-3	1	990
-2.5	-2.3	-2.4 -3	mid.thresh	-2.4	mid.thresh	-3	1	915
-2.3	-2.1	-2.2 -3	mid.thresh	-2.2	mid.thresh	-3	1	840
-2.1	-1.9	-2 -3	mid.thresh	-2	mid.thresh	-3	1	765
-1.9	-1.7	-1.8 -3	mid.thresh	-1.8	mid.thresh	-3	1	615
-1.7	-1.5	-1.6 -3	mid.thresh	-1.6	mid.thresh	-3	1	540
-1.5	-1.3	-1.4 -3	mid.thresh	-1.4	mid.thresh	-3	1	465
-1.3	-1.1	-1.2 -3	mid.thresh	-1.2	mid.thresh	-3	1	390
-1.1	-0.9	-1 -3	mid.thresh	-1	mid.thresh	-3	1	315
-0.9	-0.699999999999999	-0.799999999999999 -3	mid.thresh	-0.799999999999999	mid.thresh	-3	1	240
-0.699999999999999	-0.499999999999999	-0.6 -3	mid.thresh	-0.6	mid.thresh	-3	1	165
-0.499999999999999	-0.299999999999999	-0.399999999999999 -3	mid.thresh	-0.399999999999999	mid.thresh	-3	1	90
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -3	mid.thresh	-0.199999999999999	mid.thresh	-3	1	15
-0.0999999999999996	0.100000000000001	0 -3	mid.thresh	0	mid.thresh	-3	1	3766
0.100000000000001	0.300000000000001	0.200000000000001 -3	mid.thresh	0.200000000000001	mid.thresh	-3	1	3841
0.300000000000001	0.500000000000001	0.4 -3	mid.thresh	0.4	mid.thresh	-3	1	3916
0.500000000000001	0.700000000000001	0.600000000000001 -3	mid.thresh	0.600000000000001	mid.thresh	-3	1	3991
0.700000000000001	0.9	0.800000000000001 -3	mid.thresh	0.800000000000001	mid.thresh	-3	1	4066
0.9	1.1	1 -3	mid.thresh	1	mid.thresh	-3	1	4142
1.1	1.3	1.2 -3	mid.thresh	1.2	mid.thresh	-3	1	4217
1.3	1.5	1.4 -3	mid.thresh	1.4	mid.thresh	-3	1	4292
1.5	1.7	1.6 -3	mid.thresh	1.6	mid.thresh	-3	1	4367
1.7	1.9	1.8 -3	mid.thresh	1.8	mid.thresh	-3	1	4442
1.9	2.1	2 -3	mid.thresh	2	mid.thresh	-3	1	4517
2.1	2.3	2.2 -3	mid.thresh	2.2	mid.thresh	-3	1	4592
2.3	2.5	2.4 -3	mid.thresh	2.4	mid.thresh	-3	1	4667
2.5	2.7	2.6 -3	mid.thresh	2.6	mid.thresh	-3	1	4742
2.7	2.9	2.8 -3	mid.thresh	2.8	mid.thresh	-3	1	4817
2.9	3.1	3 -3	mid.thresh	3	mid.thresh	-3	1	4892
3.1	3.3	3.2 -3	mid.thresh	3.2	mid.thresh	-3	1	4967
3.3	3.5	3.4 -3	mid.thresh	3.4	mid.thresh	-3	1	5042
3.5	3.7	3.6 -3	mid.thresh	3.6	mid.thresh	-3	1	5117
3.7	3.9	3.8 -3	mid.thresh	3.8	mid.thresh	-3	1	5192
3.9	4.1	4 -3	mid.thresh	4	mid.thresh	-3	1	5267
4.1	4.3	4.2 -3	mid.thresh	4.2	mid.thresh	-3	1	5342
4.3	4.5	4.4 -3	mid.thresh	4.4	mid.thresh	-3	1	5417
4.5	4.7	4.6 -3	mid.thresh	4.6	mid.thresh	-3	1	5492
4.7	4.9	4.8 -3	mid.thresh	4.8	mid.thresh	-3	1	5567
4.9	5.1	5 -3	mid.thresh	5	mid.thresh	-3	1	5642
-10.1	-9.9	-10 -2.8	mid.thresh	-10	mid.thresh	-2.8	1	689
-9.9	-9.7	-9.8 -2.8	mid.thresh	-9.8	mid.thresh	-2.8	1	3690
-9.7	-9.5	-9.6 -2.8	mid.thresh	-9.6	mid.thresh	-2.8	1	3615
-9.5	-9.3	-9.4 -2.8	mid.thresh	-9.4	mid.thresh	-2.8	1	3540
-9.3	-9.1	-9.2 -2.8	mid.thresh	-9.2	mid.thresh	-2.8	1	3465
-9.1	-8.9	-9 -2.8	mid.thresh	-9	mid.thresh	-2.8	1	3390
-8.9	-8.7	-8.8 -2.8	mid.thresh	-8.8	mid.thresh	-2.8	1	3315
-8.7	-8.5	-8.6 -2.8	mid.thresh	-8.6	mid.thresh	-2.8	1	3240
-8.5	-8.3	-8.4 -2.8	mid.thresh	-8.4	mid.thresh	-2.8	1	3165
-8.3	-8.1	-8.2 -2.8	mid.thresh	-8.2	mid.thresh	-2.8	1	3090
-8.1	-7.9	-8 -2.8	mid.thresh	-8	mid.thresh	-2.8	1	3015
-7.9	-7.7	-7.8 -2.8	mid.thresh	-7.8	mid.thresh	-2.8	1	2940
-7.7	-7.5	-7.6 -2.8	mid.thresh	-7.6	mid.thresh	-2.8	1	2865
-7.5	-7.3	-7.4 -2.8	mid.thresh	-7.4	mid.thresh	-2.8	1	2790
-7.3	-7.1	-7.2 -2.8	mid.thresh	-7.2	mid.thresh	-2.8	1	2715
-7.1	-6.9	-7 -2.8	mid.thresh	-7	mid.thresh	-2.8	1	2640
-6.9	-6.7	-6.8 -2.8	mid.thresh	-6.8	mid.thresh	-2.8	1	2565
-6.7	-6.5	-6.6 -2.8	mid.thresh	-6.6	mid.thresh	-2.8	1	2490
-6.5	-6.3	-6.4 -2.8	mid.thresh	-6.4	mid.thresh	-2.8	1	2415
-6.3	-6.1	-6.2 -2.8	mid.thresh	-6.2	mid.thresh	-2.8	1	2340
-6.1	-5.9	-6 -2.8	mid.thresh	-6	mid.thresh	-2.8	1	2265
-5.9	-5.7	-5.8 -2.8	mid.thresh	-5.8	mid.thresh	-2.8	1	2190
-5.7	-5.5	-5.6 -2.8	mid.thresh	-5.6	mid.thresh	-2.8	1	2115
-5.5	-5.3	-5.4 -2.8	mid.thresh	-5.4	mid.thresh	-2.8	1	2040
-5.3	-5.1	-5.2 -2.8	mid.thresh	-5.2	mid.thresh	-2.8	1	1965
-5.1	-4.9	-5 -2.8	mid.thresh	-5	mid.thresh	-2.8	1	1890
-4.9	-4.7	-4.8 -2.8	mid.thresh	-4.8	mid.thresh	-2.8	1	1815
-4.7	-4.5	-4.6 -2.8	mid.thresh	-4.6	mid.thresh	-2.8	1	1740
-4.5	-4.3	-4.4 -2.8	mid.thresh	-4.4	mid.thresh	-2.8	1	1665
-4.3	-4.1	-4.2 -2.8	mid.thresh	-4.2	mid.thresh	-2.8	1	1590
-4.1	-3.9	-4 -2.8	mid.thresh	-4	mid.thresh	-2.8	1	1515
-3.9	-3.7	-3.8 -2.8	mid.thresh	-3.8	mid.thresh	-2.8	1	1440
-3.7	-3.5	-3.6 -2.8	mid.thresh	-3.6	mid.thresh	-2.8	1	1365
-3.5	-3.3	-3.4 -2.8	mid.thresh	-3.4	mid.thresh	-2.8	1	1290
-3.3	-3.1	-3.2 -2.8	mid.thresh	-3.2	mid.thresh	-2.8	1	1215
-3.1	-2.9	-3 -2.8	mid.thresh	-3	mid.thresh	-2.8	1	1140
-2.9	-2.7	1	mid.thresh	-2.8	mid.thresh	-2.8	1	4126
-2.7	-2.5	-2.6 -2.8	mid.thresh	-2.6	mid.thresh	-2.8	1	989
-2.5	-2.3	-2.4 -2.8	mid.thresh	-2.4	mid.thresh	-2.8	1	914
-2.3	-2.1	-2.2 -2.8	mid.thresh	-2.2	mid.thresh	-2.8	1	839
-2.1	-1.9	-2 -2.8	mid.thresh	-2	mid.thresh	-2.8	1	764
-1.9	-1.7	-1.8 -2.8	mid.thresh	-1.8	mid.thresh	-2.8	1	614
-1.7	-1.5	-1.6 -2.8	mid.thresh	-1.6	mid.thresh	-2.8	1	539
-1.5	-1.3	-1.4 -2.8	mid.thresh	-1.4	mid.thresh	-2.8	1	464
-1.3	-1.1	-1.2 -2.8	mid.thresh	-1.2	mid.thresh	-2.8	1	389
-1.1	-0.9	-1 -2.8	mid.thresh	-1	mid.thresh	-2.8	1	314
-0.9	-0.699999999999999	-0.799999999999999 -2.8	mid.thresh	-0.799999999999999	mid.thresh	-2.8	1	239
-0.699999999999999	-0.499999999999999	-0.6 -2.8	mid.thresh	-0.6	mid.thresh	-2.8	1	164
-0.499999999999999	-0.299999999999999	-0.399999999999999 -2.8	mid.thresh	-0.399999999999999	mid.thresh	-2.8	1	89
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -2.8	mid.thresh	-0.199999999999999	mid.thresh	-2.8	1	14
-0.0999999999999996	0.100000000000001	0 -2.8	mid.thresh	0	mid.thresh	-2.8	1	3765
0.100000000000001	0.300000000000001	0.200000000000001 -2.8	mid.thresh	0.200000000000001	mid.thresh	-2.8	1	3840
0.300000000000001	0.500000000000001	0.4 -2.8	mid.thresh	0.4	mid.thresh	-2.8	1	3915
0.500000000000001	0.700000000000001	0.600000000000001 -2.8	mid.thresh	0.600000000000001	mid.thresh	-2.8	1	3990
0.700000000000001	0.9	0.800000000000001 -2.8	mid.thresh	0.800000000000001	mid.thresh	-2.8	1	4065
0.9	1.1	1 -2.8	mid.thresh	1	mid.thresh	-2.8	1	4141
1.1	1.3	1.2 -2.8	mid.thresh	1.2	mid.thresh	-2.8	1	4216
1.3	1.5	1.4 -2.8	mid.thresh	1.4	mid.thresh	-2.8	1	4291
1.5	1.7	1.6 -2.8	mid.thresh	1.6	mid.thresh	-2.8	1	4366
1.7	1.9	1.8 -2.8	mid.thresh	1.8	mid.thresh	-2.8	1	4441
1.9	2.1	2 -2.8	mid.thresh	2	mid.thresh	-2.8	1	4516
2.1	2.3	2.2 -2.8	mid.thresh	2.2	mid.thresh	-2.8	1	4591
2.3	2.5	2.4 -2.8	mid.thresh	2.4	mid.thresh	-2.8	1	4666
2.5	2.7	2.6 -2.8	mid.thresh	2.6	mid.thresh	-2.8	1	4741
2.7	2.9	2.8 -2.8	mid.thresh	2.8	mid.thresh	-2.8	1	4816
2.9	3.1	3 -2.8	mid.thresh	3	mid.thresh	-2.8	1	4891
3.1	3.3	3.2 -2.8	mid.thresh	3.2	mid.thresh	-2.8	1	4966
3.3	3.5	3.4 -2.8	mid.thresh	3.4	mid.thresh	-2.8	1	5041
3.5	3.7	3.6 -2.8	mid.thresh	3.6	mid.thresh	-2.8	1	5116
3.7	3.9	3.8 -2.8	mid.thresh	3.8	mid.thresh	-2.8	1	5191
3.9	4.1	4 -2.8	mid.thresh	4	mid.thresh	-2.8	1	5266
4.1	4.3	4.2 -2.8	mid.thresh	4.2	mid.thresh	-2.8	1	5341
4.3	4.5	4.4 -2.8	mid.thresh	4.4	mid.thresh	-2.8	1	5416
4.5	4.7	4.6 -2.8	mid.thresh	4.6	mid.thresh	-2.8	1	5491
4.7	4.9	4.8 -2.8	mid.thresh	4.8	mid.thresh	-2.8	1	5566
4.9	5.1	5 -2.8	mid.thresh	5	mid.thresh	-2.8	1	5641
-10.1	-9.9	-10 -2.6	mid.thresh	-10	mid.thresh	-2.6	1	688
-9.9	-9.7	-9.8 -2.6	mid.thresh	-9.8	mid.thresh	-2.6	1	3689
-9.7	-9.5	-9.6 -2.6	mid.thresh	-9.6	mid.thresh	-2.6	1	3614
-9.5	-9.3	-9.4 -2.6	mid.thresh	-9.4	mid.thresh	-2.6	1	3539
-9.3	-9.1	-9.2 -2.6	mid.thresh	-9.2	mid.thresh	-2.6	1	3464
-9.1	-8.9	-9 -2.6	mid.thresh	-9	mid.thresh	-2.6	1	3389
-8.9	-8.7	-8.8 -2.6	mid.thresh	-8.8	mid.thresh	-2.6	1	3314
-8.7	-8.5	-8.6 -2.6	mid.thresh	-8.6	mid.thresh	-2.6	1	3239
-8.5	-8.3	-8.4 -2.6	mid.thresh	-8.4	mid.thresh	-2.6	1	3164
-8.3	-8.1	-8.2 -2.6	mid.thresh	-8.2	mid.thresh	-2.6	1	3089
-8.1	-7.9	-8 -2.6	mid.thresh	-8	mid.thresh	-2.6	1	3014
