xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
-7.9	-7.7	-7.8 -2.6	mid.thresh	-7.8	mid.thresh	-2.6	1	2939
-7.7	-7.5	-7.6 -2.6	mid.thresh	-7.6	mid.thresh	-2.6	1	2864
-7.5	-7.3	-7.4 -2.6	mid.thresh	-7.4	mid.thresh	-2.6	1	2789
-7.3	-7.1	-7.2 -2.6	mid.thresh	-7.2	mid.thresh	-2.6	1	2714
-7.1	-6.9	-7 -2.6	mid.thresh	-7	mid.thresh	-2.6	1	2639
-6.9	-6.7	-6.8 -2.6	mid.thresh	-6.8	mid.thresh	-2.6	1	2564
-6.7	-6.5	-6.6 -2.6	mid.thresh	-6.6	mid.thresh	-2.6	1	2489
-6.5	-6.3	-6.4 -2.6	mid.thresh	-6.4	mid.thresh	-2.6	1	2414
-6.3	-6.1	-6.2 -2.6	mid.thresh	-6.2	mid.thresh	-2.6	1	2339
-6.1	-5.9	-6 -2.6	mid.thresh	-6	mid.thresh	-2.6	1	2264
-5.9	-5.7	-5.8 -2.6	mid.thresh	-5.8	mid.thresh	-2.6	1	2189
-5.7	-5.5	-5.6 -2.6	mid.thresh	-5.6	mid.thresh	-2.6	1	2114
-5.5	-5.3	-5.4 -2.6	mid.thresh	-5.4	mid.thresh	-2.6	1	2039
-5.3	-5.1	-5.2 -2.6	mid.thresh	-5.2	mid.thresh	-2.6	1	1964
-5.1	-4.9	-5 -2.6	mid.thresh	-5	mid.thresh	-2.6	1	1889
-4.9	-4.7	-4.8 -2.6	mid.thresh	-4.8	mid.thresh	-2.6	1	1814
-4.7	-4.5	-4.6 -2.6	mid.thresh	-4.6	mid.thresh	-2.6	1	1739
-4.5	-4.3	-4.4 -2.6	mid.thresh	-4.4	mid.thresh	-2.6	1	1664
-4.3	-4.1	-4.2 -2.6	mid.thresh	-4.2	mid.thresh	-2.6	1	1589
-4.1	-3.9	-4 -2.6	mid.thresh	-4	mid.thresh	-2.6	1	1514
-3.9	-3.7	-3.8 -2.6	mid.thresh	-3.8	mid.thresh	-2.6	1	1439
-3.7	-3.5	-3.6 -2.6	mid.thresh	-3.6	mid.thresh	-2.6	1	1364
-3.5	-3.3	-3.4 -2.6	mid.thresh	-3.4	mid.thresh	-2.6	1	1289
-3.3	-3.1	-3.2 -2.6	mid.thresh	-3.2	mid.thresh	-2.6	1	1214
-3.1	-2.9	-3 -2.6	mid.thresh	-3	mid.thresh	-2.6	1	1139
-2.9	-2.7	-2.8 -2.6	mid.thresh	-2.8	mid.thresh	-2.6	1	1064
-2.7	-2.5	1	mid.thresh	-2.6	mid.thresh	-2.6	1	4126
-2.5	-2.3	-2.4 -2.6	mid.thresh	-2.4	mid.thresh	-2.6	1	913
-2.3	-2.1	-2.2 -2.6	mid.thresh	-2.2	mid.thresh	-2.6	1	838
-2.1	-1.9	-2 -2.6	mid.thresh	-2	mid.thresh	-2.6	1	763
-1.9	-1.7	-1.8 -2.6	mid.thresh	-1.8	mid.thresh	-2.6	1	613
-1.7	-1.5	-1.6 -2.6	mid.thresh	-1.6	mid.thresh	-2.6	1	538
-1.5	-1.3	-1.4 -2.6	mid.thresh	-1.4	mid.thresh	-2.6	1	463
-1.3	-1.1	-1.2 -2.6	mid.thresh	-1.2	mid.thresh	-2.6	1	388
-1.1	-0.9	-1 -2.6	mid.thresh	-1	mid.thresh	-2.6	1	313
-0.9	-0.699999999999999	-0.799999999999999 -2.6	mid.thresh	-0.799999999999999	mid.thresh	-2.6	1	238
-0.699999999999999	-0.499999999999999	-0.6 -2.6	mid.thresh	-0.6	mid.thresh	-2.6	1	163
-0.499999999999999	-0.299999999999999	-0.399999999999999 -2.6	mid.thresh	-0.399999999999999	mid.thresh	-2.6	1	88
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -2.6	mid.thresh	-0.199999999999999	mid.thresh	-2.6	1	13
-0.0999999999999996	0.100000000000001	0 -2.6	mid.thresh	0	mid.thresh	-2.6	1	3764
0.100000000000001	0.300000000000001	0.200000000000001 -2.6	mid.thresh	0.200000000000001	mid.thresh	-2.6	1	3839
0.300000000000001	0.500000000000001	0.4 -2.6	mid.thresh	0.4	mid.thresh	-2.6	1	3914
0.500000000000001	0.700000000000001	0.600000000000001 -2.6	mid.thresh	0.600000000000001	mid.thresh	-2.6	1	3989
0.700000000000001	0.9	0.800000000000001 -2.6	mid.thresh	0.800000000000001	mid.thresh	-2.6	1	4064
0.9	1.1	1 -2.6	mid.thresh	1	mid.thresh	-2.6	1	4140
1.1	1.3	1.2 -2.6	mid.thresh	1.2	mid.thresh	-2.6	1	4215
1.3	1.5	1.4 -2.6	mid.thresh	1.4	mid.thresh	-2.6	1	4290
1.5	1.7	1.6 -2.6	mid.thresh	1.6	mid.thresh	-2.6	1	4365
1.7	1.9	1.8 -2.6	mid.thresh	1.8	mid.thresh	-2.6	1	4440
1.9	2.1	2 -2.6	mid.thresh	2	mid.thresh	-2.6	1	4515
2.1	2.3	2.2 -2.6	mid.thresh	2.2	mid.thresh	-2.6	1	4590
2.3	2.5	2.4 -2.6	mid.thresh	2.4	mid.thresh	-2.6	1	4665
2.5	2.7	2.6 -2.6	mid.thresh	2.6	mid.thresh	-2.6	1	4740
2.7	2.9	2.8 -2.6	mid.thresh	2.8	mid.thresh	-2.6	1	4815
2.9	3.1	3 -2.6	mid.thresh	3	mid.thresh	-2.6	1	4890
3.1	3.3	3.2 -2.6	mid.thresh	3.2	mid.thresh	-2.6	1	4965
3.3	3.5	3.4 -2.6	mid.thresh	3.4	mid.thresh	-2.6	1	5040
3.5	3.7	3.6 -2.6	mid.thresh	3.6	mid.thresh	-2.6	1	5115
3.7	3.9	3.8 -2.6	mid.thresh	3.8	mid.thresh	-2.6	1	5190
3.9	4.1	4 -2.6	mid.thresh	4	mid.thresh	-2.6	1	5265
4.1	4.3	4.2 -2.6	mid.thresh	4.2	mid.thresh	-2.6	1	5340
4.3	4.5	4.4 -2.6	mid.thresh	4.4	mid.thresh	-2.6	1	5415
4.5	4.7	4.6 -2.6	mid.thresh	4.6	mid.thresh	-2.6	1	5490
4.7	4.9	4.8 -2.6	mid.thresh	4.8	mid.thresh	-2.6	1	5565
4.9	5.1	5 -2.6	mid.thresh	5	mid.thresh	-2.6	1	5640
-10.1	-9.9	-10 -2.4	mid.thresh	-10	mid.thresh	-2.4	1	687
-9.9	-9.7	-9.8 -2.4	mid.thresh	-9.8	mid.thresh	-2.4	1	3688
-9.7	-9.5	-9.6 -2.4	mid.thresh	-9.6	mid.thresh	-2.4	1	3613
-9.5	-9.3	-9.4 -2.4	mid.thresh	-9.4	mid.thresh	-2.4	1	3538
-9.3	-9.1	-9.2 -2.4	mid.thresh	-9.2	mid.thresh	-2.4	1	3463
-9.1	-8.9	-9 -2.4	mid.thresh	-9	mid.thresh	-2.4	1	3388
-8.9	-8.7	-8.8 -2.4	mid.thresh	-8.8	mid.thresh	-2.4	1	3313
-8.7	-8.5	-8.6 -2.4	mid.thresh	-8.6	mid.thresh	-2.4	1	3238
-8.5	-8.3	-8.4 -2.4	mid.thresh	-8.4	mid.thresh	-2.4	1	3163
-8.3	-8.1	-8.2 -2.4	mid.thresh	-8.2	mid.thresh	-2.4	1	3088
-8.1	-7.9	-8 -2.4	mid.thresh	-8	mid.thresh	-2.4	1	3013
-7.9	-7.7	-7.8 -2.4	mid.thresh	-7.8	mid.thresh	-2.4	1	2938
-7.7	-7.5	-7.6 -2.4	mid.thresh	-7.6	mid.thresh	-2.4	1	2863
-7.5	-7.3	-7.4 -2.4	mid.thresh	-7.4	mid.thresh	-2.4	1	2788
-7.3	-7.1	-7.2 -2.4	mid.thresh	-7.2	mid.thresh	-2.4	1	2713
-7.1	-6.9	-7 -2.4	mid.thresh	-7	mid.thresh	-2.4	1	2638
-6.9	-6.7	-6.8 -2.4	mid.thresh	-6.8	mid.thresh	-2.4	1	2563
-6.7	-6.5	-6.6 -2.4	mid.thresh	-6.6	mid.thresh	-2.4	1	2488
-6.5	-6.3	-6.4 -2.4	mid.thresh	-6.4	mid.thresh	-2.4	1	2413
-6.3	-6.1	-6.2 -2.4	mid.thresh	-6.2	mid.thresh	-2.4	1	2338
-6.1	-5.9	-6 -2.4	mid.thresh	-6	mid.thresh	-2.4	1	2263
-5.9	-5.7	-5.8 -2.4	mid.thresh	-5.8	mid.thresh	-2.4	1	2188
-5.7	-5.5	-5.6 -2.4	mid.thresh	-5.6	mid.thresh	-2.4	1	2113
-5.5	-5.3	-5.4 -2.4	mid.thresh	-5.4	mid.thresh	-2.4	1	2038
-5.3	-5.1	-5.2 -2.4	mid.thresh	-5.2	mid.thresh	-2.4	1	1963
-5.1	-4.9	-5 -2.4	mid.thresh	-5	mid.thresh	-2.4	1	1888
-4.9	-4.7	-4.8 -2.4	mid.thresh	-4.8	mid.thresh	-2.4	1	1813
-4.7	-4.5	-4.6 -2.4	mid.thresh	-4.6	mid.thresh	-2.4	1	1738
-4.5	-4.3	-4.4 -2.4	mid.thresh	-4.4	mid.thresh	-2.4	1	1663
-4.3	-4.1	-4.2 -2.4	mid.thresh	-4.2	mid.thresh	-2.4	1	1588
-4.1	-3.9	-4 -2.4	mid.thresh	-4	mid.thresh	-2.4	1	1513
-3.9	-3.7	-3.8 -2.4	mid.thresh	-3.8	mid.thresh	-2.4	1	1438
-3.7	-3.5	-3.6 -2.4	mid.thresh	-3.6	mid.thresh	-2.4	1	1363
-3.5	-3.3	-3.4 -2.4	mid.thresh	-3.4	mid.thresh	-2.4	1	1288
-3.3	-3.1	-3.2 -2.4	mid.thresh	-3.2	mid.thresh	-2.4	1	1213
-3.1	-2.9	-3 -2.4	mid.thresh	-3	mid.thresh	-2.4	1	1138
-2.9	-2.7	-2.8 -2.4	mid.thresh	-2.8	mid.thresh	-2.4	1	1063
-2.7	-2.5	-2.6 -2.4	mid.thresh	-2.6	mid.thresh	-2.4	1	988
-2.5	-2.3	1	mid.thresh	-2.4	mid.thresh	-2.4	1	4126
-2.3	-2.1	-2.2 -2.4	mid.thresh	-2.2	mid.thresh	-2.4	1	837
-2.1	-1.9	-2 -2.4	mid.thresh	-2	mid.thresh	-2.4	1	762
-1.9	-1.7	-1.8 -2.4	mid.thresh	-1.8	mid.thresh	-2.4	1	612
-1.7	-1.5	-1.6 -2.4	mid.thresh	-1.6	mid.thresh	-2.4	1	537
-1.5	-1.3	-1.4 -2.4	mid.thresh	-1.4	mid.thresh	-2.4	1	462
-1.3	-1.1	-1.2 -2.4	mid.thresh	-1.2	mid.thresh	-2.4	1	387
-1.1	-0.9	-1 -2.4	mid.thresh	-1	mid.thresh	-2.4	1	312
-0.9	-0.699999999999999	-0.799999999999999 -2.4	mid.thresh	-0.799999999999999	mid.thresh	-2.4	1	237
-0.699999999999999	-0.499999999999999	-0.6 -2.4	mid.thresh	-0.6	mid.thresh	-2.4	1	162
-0.499999999999999	-0.299999999999999	-0.399999999999999 -2.4	mid.thresh	-0.399999999999999	mid.thresh	-2.4	1	87
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -2.4	mid.thresh	-0.199999999999999	mid.thresh	-2.4	1	12
-0.0999999999999996	0.100000000000001	0 -2.4	mid.thresh	0	mid.thresh	-2.4	1	3763
0.100000000000001	0.300000000000001	0.200000000000001 -2.4	mid.thresh	0.200000000000001	mid.thresh	-2.4	1	3838
0.300000000000001	0.500000000000001	0.4 -2.4	mid.thresh	0.4	mid.thresh	-2.4	1	3913
0.500000000000001	0.700000000000001	0.600000000000001 -2.4	mid.thresh	0.600000000000001	mid.thresh	-2.4	1	3988
0.700000000000001	0.9	0.800000000000001 -2.4	mid.thresh	0.800000000000001	mid.thresh	-2.4	1	4063
0.9	1.1	1 -2.4	mid.thresh	1	mid.thresh	-2.4	1	4139
1.1	1.3	1.2 -2.4	mid.thresh	1.2	mid.thresh	-2.4	1	4214
1.3	1.5	1.4 -2.4	mid.thresh	1.4	mid.thresh	-2.4	1	4289
1.5	1.7	1.6 -2.4	mid.thresh	1.6	mid.thresh	-2.4	1	4364
1.7	1.9	1.8 -2.4	mid.thresh	1.8	mid.thresh	-2.4	1	4439
1.9	2.1	2 -2.4	mid.thresh	2	mid.thresh	-2.4	1	4514
2.1	2.3	2.2 -2.4	mid.thresh	2.2	mid.thresh	-2.4	1	4589
2.3	2.5	2.4 -2.4	mid.thresh	2.4	mid.thresh	-2.4	1	4664
2.5	2.7	2.6 -2.4	mid.thresh	2.6	mid.thresh	-2.4	1	4739
2.7	2.9	2.8 -2.4	mid.thresh	2.8	mid.thresh	-2.4	1	4814
2.9	3.1	3 -2.4	mid.thresh	3	mid.thresh	-2.4	1	4889
3.1	3.3	3.2 -2.4	mid.thresh	3.2	mid.thresh	-2.4	1	4964
3.3	3.5	3.4 -2.4	mid.thresh	3.4	mid.thresh	-2.4	1	5039
3.5	3.7	3.6 -2.4	mid.thresh	3.6	mid.thresh	-2.4	1	5114
3.7	3.9	3.8 -2.4	mid.thresh	3.8	mid.thresh	-2.4	1	5189
3.9	4.1	4 -2.4	mid.thresh	4	mid.thresh	-2.4	1	5264
4.1	4.3	4.2 -2.4	mid.thresh	4.2	mid.thresh	-2.4	1	5339
4.3	4.5	4.4 -2.4	mid.thresh	4.4	mid.thresh	-2.4	1	5414
4.5	4.7	4.6 -2.4	mid.thresh	4.6	mid.thresh	-2.4	1	5489
4.7	4.9	4.8 -2.4	mid.thresh	4.8	mid.thresh	-2.4	1	5564
4.9	5.1	5 -2.4	mid.thresh	5	mid.thresh	-2.4	1	5639
-10.1	-9.9	-10 -2.2	mid.thresh	-10	mid.thresh	-2.2	1	686
-9.9	-9.7	-9.8 -2.2	mid.thresh	-9.8	mid.thresh	-2.2	1	3687
-9.7	-9.5	-9.6 -2.2	mid.thresh	-9.6	mid.thresh	-2.2	1	3612
-9.5	-9.3	-9.4 -2.2	mid.thresh	-9.4	mid.thresh	-2.2	1	3537
-9.3	-9.1	-9.2 -2.2	mid.thresh	-9.2	mid.thresh	-2.2	1	3462
-9.1	-8.9	-9 -2.2	mid.thresh	-9	mid.thresh	-2.2	1	3387
-8.9	-8.7	-8.8 -2.2	mid.thresh	-8.8	mid.thresh	-2.2	1	3312
-8.7	-8.5	-8.6 -2.2	mid.thresh	-8.6	mid.thresh	-2.2	1	3237
-8.5	-8.3	-8.4 -2.2	mid.thresh	-8.4	mid.thresh	-2.2	1	3162
-8.3	-8.1	-8.2 -2.2	mid.thresh	-8.2	mid.thresh	-2.2	1	3087
-8.1	-7.9	-8 -2.2	mid.thresh	-8	mid.thresh	-2.2	1	3012
-7.9	-7.7	-7.8 -2.2	mid.thresh	-7.8	mid.thresh	-2.2	1	2937
-7.7	-7.5	-7.6 -2.2	mid.thresh	-7.6	mid.thresh	-2.2	1	2862
-7.5	-7.3	-7.4 -2.2	mid.thresh	-7.4	mid.thresh	-2.2	1	2787
-7.3	-7.1	-7.2 -2.2	mid.thresh	-7.2	mid.thresh	-2.2	1	2712
-7.1	-6.9	-7 -2.2	mid.thresh	-7	mid.thresh	-2.2	1	2637
-6.9	-6.7	-6.8 -2.2	mid.thresh	-6.8	mid.thresh	-2.2	1	2562
-6.7	-6.5	-6.6 -2.2	mid.thresh	-6.6	mid.thresh	-2.2	1	2487
-6.5	-6.3	-6.4 -2.2	mid.thresh	-6.4	mid.thresh	-2.2	1	2412
-6.3	-6.1	-6.2 -2.2	mid.thresh	-6.2	mid.thresh	-2.2	1	2337
-6.1	-5.9	-6 -2.2	mid.thresh	-6	mid.thresh	-2.2	1	2262
-5.9	-5.7	-5.8 -2.2	mid.thresh	-5.8	mid.thresh	-2.2	1	2187
-5.7	-5.5	-5.6 -2.2	mid.thresh	-5.6	mid.thresh	-2.2	1	2112
-5.5	-5.3	-5.4 -2.2	mid.thresh	-5.4	mid.thresh	-2.2	1	2037
-5.3	-5.1	-5.2 -2.2	mid.thresh	-5.2	mid.thresh	-2.2	1	1962
-5.1	-4.9	-5 -2.2	mid.thresh	-5	mid.thresh	-2.2	1	1887
-4.9	-4.7	-4.8 -2.2	mid.thresh	-4.8	mid.thresh	-2.2	1	1812
-4.7	-4.5	-4.6 -2.2	mid.thresh	-4.6	mid.thresh	-2.2	1	1737
-4.5	-4.3	-4.4 -2.2	mid.thresh	-4.4	mid.thresh	-2.2	1	1662
-4.3	-4.1	-4.2 -2.2	mid.thresh	-4.2	mid.thresh	-2.2	1	1587
-4.1	-3.9	-4 -2.2	mid.thresh	-4	mid.thresh	-2.2	1	1512
-3.9	-3.7	-3.8 -2.2	mid.thresh	-3.8	mid.thresh	-2.2	1	1437
-3.7	-3.5	-3.6 -2.2	mid.thresh	-3.6	mid.thresh	-2.2	1	1362
-3.5	-3.3	-3.4 -2.2	mid.thresh	-3.4	mid.thresh	-2.2	1	1287
-3.3	-3.1	-3.2 -2.2	mid.thresh	-3.2	mid.thresh	-2.2	1	1212
-3.1	-2.9	-3 -2.2	mid.thresh	-3	mid.thresh	-2.2	1	1137
-2.9	-2.7	-2.8 -2.2	mid.thresh	-2.8	mid.thresh	-2.2	1	1062
-2.7	-2.5	-2.6 -2.2	mid.thresh	-2.6	mid.thresh	-2.2	1	987
-2.5	-2.3	-2.4 -2.2	mid.thresh	-2.4	mid.thresh	-2.2	1	912
-2.3	-2.1	1	mid.thresh	-2.2	mid.thresh	-2.2	1	4126
-2.1	-1.9	-2 -2.2	mid.thresh	-2	mid.thresh	-2.2	1	761
-1.9	-1.7	-1.8 -2.2	mid.thresh	-1.8	mid.thresh	-2.2	1	611
-1.7	-1.5	-1.6 -2.2	mid.thresh	-1.6	mid.thresh	-2.2	1	536
-1.5	-1.3	-1.4 -2.2	mid.thresh	-1.4	mid.thresh	-2.2	1	461
-1.3	-1.1	-1.2 -2.2	mid.thresh	-1.2	mid.thresh	-2.2	1	386
-1.1	-0.9	-1 -2.2	mid.thresh	-1	mid.thresh	-2.2	1	311
-0.9	-0.699999999999999	-0.799999999999999 -2.2	mid.thresh	-0.799999999999999	mid.thresh	-2.2	1	236
-0.699999999999999	-0.499999999999999	-0.6 -2.2	mid.thresh	-0.6	mid.thresh	-2.2	1	161
-0.499999999999999	-0.299999999999999	-0.399999999999999 -2.2	mid.thresh	-0.399999999999999	mid.thresh	-2.2	1	86
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -2.2	mid.thresh	-0.199999999999999	mid.thresh	-2.2	1	11
-0.0999999999999996	0.100000000000001	0 -2.2	mid.thresh	0	mid.thresh	-2.2	1	3762
0.100000000000001	0.300000000000001	0.200000000000001 -2.2	mid.thresh	0.200000000000001	mid.thresh	-2.2	1	3837
0.300000000000001	0.500000000000001	0.4 -2.2	mid.thresh	0.4	mid.thresh	-2.2	1	3912
0.500000000000001	0.700000000000001	0.600000000000001 -2.2	mid.thresh	0.600000000000001	mid.thresh	-2.2	1	3987
0.700000000000001	0.9	0.800000000000001 -2.2	mid.thresh	0.800000000000001	mid.thresh	-2.2	1	4062
0.9	1.1	1 -2.2	mid.thresh	1	mid.thresh	-2.2	1	4138
1.1	1.3	1.2 -2.2	mid.thresh	1.2	mid.thresh	-2.2	1	4213
1.3	1.5	1.4 -2.2	mid.thresh	1.4	mid.thresh	-2.2	1	4288
1.5	1.7	1.6 -2.2	mid.thresh	1.6	mid.thresh	-2.2	1	4363
1.7	1.9	1.8 -2.2	mid.thresh	1.8	mid.thresh	-2.2	1	4438
1.9	2.1	2 -2.2	mid.thresh	2	mid.thresh	-2.2	1	4513
2.1	2.3	2.2 -2.2	mid.thresh	2.2	mid.thresh	-2.2	1	4588
2.3	2.5	2.4 -2.2	mid.thresh	2.4	mid.thresh	-2.2	1	4663
2.5	2.7	2.6 -2.2	mid.thresh	2.6	mid.thresh	-2.2	1	4738
2.7	2.9	2.8 -2.2	mid.thresh	2.8	mid.thresh	-2.2	1	4813
2.9	3.1	3 -2.2	mid.thresh	3	mid.thresh	-2.2	1	4888
3.1	3.3	3.2 -2.2	mid.thresh	3.2	mid.thresh	-2.2	1	4963
3.3	3.5	3.4 -2.2	mid.thresh	3.4	mid.thresh	-2.2	1	5038
3.5	3.7	3.6 -2.2	mid.thresh	3.6	mid.thresh	-2.2	1	5113
3.7	3.9	3.8 -2.2	mid.thresh	3.8	mid.thresh	-2.2	1	5188
3.9	4.1	4 -2.2	mid.thresh	4	mid.thresh	-2.2	1	5263
4.1	4.3	4.2 -2.2	mid.thresh	4.2	mid.thresh	-2.2	1	5338
4.3	4.5	4.4 -2.2	mid.thresh	4.4	mid.thresh	-2.2	1	5413
4.5	4.7	4.6 -2.2	mid.thresh	4.6	mid.thresh	-2.2	1	5488
4.7	4.9	4.8 -2.2	mid.thresh	4.8	mid.thresh	-2.2	1	5563
4.9	5.1	5 -2.2	mid.thresh	5	mid.thresh	-2.2	1	5638
-10.1	-9.9	-10 -2	mid.thresh	-10	mid.thresh	-2	1	685
-9.9	-9.7	-9.8 -2	mid.thresh	-9.8	mid.thresh	-2	1	3686
-9.7	-9.5	-9.6 -2	mid.thresh	-9.6	mid.thresh	-2	1	3611
-9.5	-9.3	-9.4 -2	mid.thresh	-9.4	mid.thresh	-2	1	3536
-9.3	-9.1	-9.2 -2	mid.thresh	-9.2	mid.thresh	-2	1	3461
-9.1	-8.9	-9 -2	mid.thresh	-9	mid.thresh	-2	1	3386
-8.9	-8.7	-8.8 -2	mid.thresh	-8.8	mid.thresh	-2	1	3311
-8.7	-8.5	-8.6 -2	mid.thresh	-8.6	mid.thresh	-2	1	3236
-8.5	-8.3	-8.4 -2	mid.thresh	-8.4	mid.thresh	-2	1	3161
-8.3	-8.1	-8.2 -2	mid.thresh	-8.2	mid.thresh	-2	1	3086
-8.1	-7.9	-8 -2	mid.thresh	-8	mid.thresh	-2	1	3011
-7.9	-7.7	-7.8 -2	mid.thresh	-7.8	mid.thresh	-2	1	2936
-7.7	-7.5	-7.6 -2	mid.thresh	-7.6	mid.thresh	-2	1	2861
-7.5	-7.3	-7.4 -2	mid.thresh	-7.4	mid.thresh	-2	1	2786
-7.3	-7.1	-7.2 -2	mid.thresh	-7.2	mid.thresh	-2	1	2711
-7.1	-6.9	-7 -2	mid.thresh	-7	mid.thresh	-2	1	2636
-6.9	-6.7	-6.8 -2	mid.thresh	-6.8	mid.thresh	-2	1	2561
-6.7	-6.5	-6.6 -2	mid.thresh	-6.6	mid.thresh	-2	1	2486
-6.5	-6.3	-6.4 -2	mid.thresh	-6.4	mid.thresh	-2	1	2411
-6.3	-6.1	-6.2 -2	mid.thresh	-6.2	mid.thresh	-2	1	2336
-6.1	-5.9	-6 -2	mid.thresh	-6	mid.thresh	-2	1	2261
-5.9	-5.7	-5.8 -2	mid.thresh	-5.8	mid.thresh	-2	1	2186
-5.7	-5.5	-5.6 -2	mid.thresh	-5.6	mid.thresh	-2	1	2111
-5.5	-5.3	-5.4 -2	mid.thresh	-5.4	mid.thresh	-2	1	2036
-5.3	-5.1	-5.2 -2	mid.thresh	-5.2	mid.thresh	-2	1	1961
-5.1	-4.9	-5 -2	mid.thresh	-5	mid.thresh	-2	1	1886
-4.9	-4.7	-4.8 -2	mid.thresh	-4.8	mid.thresh	-2	1	1811
-4.7	-4.5	-4.6 -2	mid.thresh	-4.6	mid.thresh	-2	1	1736
-4.5	-4.3	-4.4 -2	mid.thresh	-4.4	mid.thresh	-2	1	1661
-4.3	-4.1	-4.2 -2	mid.thresh	-4.2	mid.thresh	-2	1	1586
-4.1	-3.9	-4 -2	mid.thresh	-4	mid.thresh	-2	1	1511
-3.9	-3.7	-3.8 -2	mid.thresh	-3.8	mid.thresh	-2	1	1436
-3.7	-3.5	-3.6 -2	mid.thresh	-3.6	mid.thresh	-2	1	1361
-3.5	-3.3	-3.4 -2	mid.thresh	-3.4	mid.thresh	-2	1	1286
-3.3	-3.1	-3.2 -2	mid.thresh	-3.2	mid.thresh	-2	1	1211
-3.1	-2.9	-3 -2	mid.thresh	-3	mid.thresh	-2	1	1136
-2.9	-2.7	-2.8 -2	mid.thresh	-2.8	mid.thresh	-2	1	1061
-2.7	-2.5	-2.6 -2	mid.thresh	-2.6	mid.thresh	-2	1	986
-2.5	-2.3	-2.4 -2	mid.thresh	-2.4	mid.thresh	-2	1	911
-2.3	-2.1	-2.2 -2	mid.thresh	-2.2	mid.thresh	-2	1	836
-2.1	-1.9	1	mid.thresh	-2	mid.thresh	-2	1	4126
-1.9	-1.7	-1.8 -2	mid.thresh	-1.8	mid.thresh	-2	1	610
-1.7	-1.5	-1.6 -2	mid.thresh	-1.6	mid.thresh	-2	1	535
-1.5	-1.3	-1.4 -2	mid.thresh	-1.4	mid.thresh	-2	1	460
-1.3	-1.1	-1.2 -2	mid.thresh	-1.2	mid.thresh	-2	1	385
-1.1	-0.9	-1 -2	mid.thresh	-1	mid.thresh	-2	1	310
-0.9	-0.699999999999999	-0.799999999999999 -2	mid.thresh	-0.799999999999999	mid.thresh	-2	1	235
-0.699999999999999	-0.499999999999999	-0.6 -2	mid.thresh	-0.6	mid.thresh	-2	1	160
-0.499999999999999	-0.299999999999999	-0.399999999999999 -2	mid.thresh	-0.399999999999999	mid.thresh	-2	1	85
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -2	mid.thresh	-0.199999999999999	mid.thresh	-2	1	10
-0.0999999999999996	0.100000000000001	0 -2	mid.thresh	0	mid.thresh	-2	1	3761
0.100000000000001	0.300000000000001	0.200000000000001 -2	mid.thresh	0.200000000000001	mid.thresh	-2	1	3836
0.300000000000001	0.500000000000001	0.4 -2	mid.thresh	0.4	mid.thresh	-2	1	3911
0.500000000000001	0.700000000000001	0.600000000000001 -2	mid.thresh	0.600000000000001	mid.thresh	-2	1	3986
0.700000000000001	0.9	0.800000000000001 -2	mid.thresh	0.800000000000001	mid.thresh	-2	1	4061
0.9	1.1	1 -2	mid.thresh	1	mid.thresh	-2	1	4137
1.1	1.3	1.2 -2	mid.thresh	1.2	mid.thresh	-2	1	4212
1.3	1.5	1.4 -2	mid.thresh	1.4	mid.thresh	-2	1	4287
1.5	1.7	1.6 -2	mid.thresh	1.6	mid.thresh	-2	1	4362
1.7	1.9	1.8 -2	mid.thresh	1.8	mid.thresh	-2	1	4437
1.9	2.1	2 -2	mid.thresh	2	mid.thresh	-2	1	4512
2.1	2.3	2.2 -2	mid.thresh	2.2	mid.thresh	-2	1	4587
2.3	2.5	2.4 -2	mid.thresh	2.4	mid.thresh	-2	1	4662
2.5	2.7	2.6 -2	mid.thresh	2.6	mid.thresh	-2	1	4737
2.7	2.9	2.8 -2	mid.thresh	2.8	mid.thresh	-2	1	4812
2.9	3.1	3 -2	mid.thresh	3	mid.thresh	-2	1	4887
3.1	3.3	3.2 -2	mid.thresh	3.2	mid.thresh	-2	1	4962
3.3	3.5	3.4 -2	mid.thresh	3.4	mid.thresh	-2	1	5037
3.5	3.7	3.6 -2	mid.thresh	3.6	mid.thresh	-2	1	5112
3.7	3.9	3.8 -2	mid.thresh	3.8	mid.thresh	-2	1	5187
3.9	4.1	4 -2	mid.thresh	4	mid.thresh	-2	1	5262
4.1	4.3	4.2 -2	mid.thresh	4.2	mid.thresh	-2	1	5337
4.3	4.5	4.4 -2	mid.thresh	4.4	mid.thresh	-2	1	5412
4.5	4.7	4.6 -2	mid.thresh	4.6	mid.thresh	-2	1	5487
4.7	4.9	4.8 -2	mid.thresh	4.8	mid.thresh	-2	1	5562
4.9	5.1	5 -2	mid.thresh	5	mid.thresh	-2	1	5637
-10.1	-9.9	-10 -1.8	mid.thresh	-10	mid.thresh	-1.8	1	684
-9.9	-9.7	-9.8 -1.8	mid.thresh	-9.8	mid.thresh	-1.8	1	3684
-9.7	-9.5	-9.6 -1.8	mid.thresh	-9.6	mid.thresh	-1.8	1	3609
